Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1707233979.425346,VRU_Child,22.896537992689346,0.68,-25.349244011773003,0.65,-3.28139970037672,1.08,-151.64951206826473,000013
1707233979.425346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,29.97519493103028,0.99,-31.76122966565584,1.12,-2.5855198847620096,1.58,-69.54150760795076,000013
1707233979.525346,VRU_Child,22.916103124618534,0.68,-25.322739601135254,0.65,-3.2289434075355516,1.08,-138.80766762444318,000014
1707233979.625346,VRU_Child,22.916764789157448,0.68,-25.336449729071724,0.65,-3.1737471156650106,1.08,49.348239686943444,000015
1707233979.7253458,VRU_Child,22.91037819602273,0.68,-25.330920479514386,0.65,-3.2164960557764215,1.08,-143.73273000341985,000016
1707233979.7253458,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,29.565434004131117,0.99,-32.33467011702688,1.12,-2.3941199559914432,1.58,-71.19510595415292,000016
1707233979.825346,VRU_Child,22.89880265129937,0.68,-25.33674388461643,0.65,-3.2266396416558143,1.08,-154.7315656644207,000017
1707233979.925346,VRU_Child,22.898896789550786,0.68,-25.340744209289557,0.65,-3.2694676160812364,1.08,-149.52400481788067,000018
1707233979.925346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,29.671867594999426,0.99,-30.991612378288718,1.12,-2.7021377682685843,1.58,-69.17198918690957,000018
1707233980.125346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,29.443590058220764,0.99,-31.764643987019856,1.12,-2.4772512051794253,1.58,-71.59647429987666,000020
1707233980.2253458,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,23.535825093587246,0.99,-29.682576815287273,1.12,-3.086873590946196,1.58,-75.23027412932606,000021
1707233980.325346,VRU_Child,22.912569257948135,0.68,-25.33250342475044,0.65,-3.2281059424082423,1.08,-127.83830831539044,000022
1707233980.425346,VRU_Child,22.90366220474243,0.68,-25.332186222076416,0.65,-3.2306203544139853,1.08,-151.9087484798344,000023
1707233980.525346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,24.584550857543945,0.99,-35.547264862060544,1.12,-2.5249961376190178,1.58,-74.30425383031644,000024
1707233980.625346,VRU_Child,22.911407894558383,0.68,-25.328249401516384,0.65,-3.2280136479271757,1.08,-122.33575356827137,000025
1707233980.7253458,VRU_Child,22.901260614395145,0.68,-25.33927607536316,0.65,-3.2309235334396336,1.08,-154.48325040168896,000026
1707233980.825346,VRU_Child,22.90086979336209,0.68,-25.350735134548618,0.65,-3.2830913066863996,1.08,-148.93763160188945,000027
1707233980.925346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,23.645264943440754,0.99,-29.500121752421062,1.12,-2.8898572127024322,1.58,-73.32963228780051,000028
1707233981.025346,VRU_Child,22.904360771179203,0.68,-25.35270619392395,0.65,-3.2368269264698015,1.08,-143.01489120584188,000029
1707233981.125346,VRU_Child,22.907617092132575,0.68,-25.322784423828125,0.65,-3.2262146770954105,1.08,-154.1793062493594,000030
1707233981.125346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,30.88559223356701,0.99,-36.46837479727609,1.12,-1.92510503672418,1.58,-67.56869163805166,000030
1707233981.2253458,VRU_Child,22.889230183192662,0.68,-25.342587879725865,0.65,-3.243700265884399,1.08,-153.3895392808857,000031
1707233981.325346,VRU_Child,22.913232040405276,0.68,-25.342960166931153,0.65,-3.2193862915039047,1.08,-150.02266743665334,000032
1707233981.425346,VRU_Child,22.915539932250983,0.68,-25.327700614929206,0.65,-3.217273688316343,1.08,-142.80240737372222,000033
1707233981.525346,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,24.04932430812291,0.99,-32.76268604823521,1.12,-2.8876210791724057,1.58,-74.68055045361947,000034
