000014.pid, bicycle, 10.833150545756027, -2.924893458684289, -3.3055815895398446, 0.6184555292129517, 71.5201034960071
000015.pid, bicycle, 10.79488218747653, -2.9807590888096747, -3.234612134786752, 0.6015544533729553, -64.73752554766142
000016.pid, bicycle, 10.805327928983253, -2.9289525472200855, -3.227242598166832, 0.5793964862823486, -57.64979162511663
000017.pid, bicycle, 10.742960989475256, -2.96155242621899, -3.2469797283411013, 0.5836089849472046, -39.46464594771456
000018.pid, bicycle, 10.781300783157354, -2.8765766719977095, -3.310807665189106, 0.5903259515762329, 90.84524369144468
000019.pid, bicycle, 10.799901448763338, -2.9259786422436087, -3.199502303050114, 0.5961852073669434, -54.75707876322024
000020.pid, bicycle, 10.782392428471494, -2.9113708092616166, -3.2025427084702707, 0.6058382391929626, -56.170363717812066
000021.pid, bicycle, 10.792771486135633, -2.959643712410561, -3.203454494476318, 0.5982574224472046, -60.6150250213095
000022.pid, bicycle, 10.829580307006841, -2.933735609054564, -3.310227791468302, 0.6001592874526978, 71.13494411498787
000023.pid, bicycle, 10.794029780796603, -2.9186813150133415, -3.21568523134504, 0.6027570962905884, -53.318609043074176
000024.pid, bicycle, 10.730138705326965, -2.9644210521991448, -3.2540130065037642, 0.6104128956794739, 162.73154177634706
000025.pid, bicycle, 10.788211602431083, -2.889041139529304, -3.2986204440777107, 0.6264214515686035, 91.36162746662652
000026.pid, bicycle, 10.782032673175523, -2.912118049768299, -3.202164925061739, 0.6383551955223083, -56.84677106030988
000027.pid, bicycle, 10.78452242337741, -2.932282924652102, -3.205360394257765, 0.6286110281944275, -54.916530918166956
000028.pid, bicycle, 10.78461331587572, -2.893410224180955, -3.2998207165644713, 0.6066845059394836, 91.49611186971501
000029.pid, bicycle, 10.74883047739665, -2.9557125091552803, -3.2323079744974756, 0.6167908906936646, -77.44416900459524
000030.pid, bicycle, 10.783885274614613, -2.9671005521501814, -3.2243109430585584, 0.6190354824066162, -63.78235400468031
000031.pid, bicycle, 10.736390658787323, -2.9721805879047927, -3.2652798720768517, 0.625413179397583, 142.11066122606312
000032.pid, bicycle, 10.798205784388955, -2.9273997034345407, -3.2167204959051943, 0.6002522110939026, -52.92115892083434
000033.pid, bicycle, 10.78317070007325, -2.887334145032445, -3.2991588849287754, 0.6191508769989014, 91.61347320779063
000034.pid, bicycle, 10.810226519902551, -2.8497117360432944, -3.2745190660158787, 0.5952339768409729, 65.50030483714494
000035.pid, bicycle, 10.747010612487799, -2.97979472478231, -3.251278972625732, 0.5822380185127258, -57.50228718102696
000036.pid, bicycle, 10.786985837496248, -2.9050442622258137, -3.2206679124098545, 0.5997194647789001, -56.72494417148253
