Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1707264704.334423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.88494968414307,0.75,-4.360277811686204,0.69,-3.1178507804870605,1.45,-81.48048588212308,000013
1707264704.334423,VRU_Adult_Using_Bicycle,22.78646561906145,0.96,-25.375977593499265,1.64,-2.8839872849954147,1.65,-129.86023391846285,000013
1707264704.334423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,24.240819692611694,0.75,-15.50892947614193,0.69,-2.7543069757521144,1.45,-64.63143329118145,000013
1707264704.4344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.910222689310714,0.75,-4.320746024449672,0.69,-3.1203322807947793,1.45,-78.78994399706289,000014
1707264704.4344232,VRU_Adult_Using_Bicycle,22.786107948848183,0.96,-25.382009233747215,1.64,-2.990883844239371,1.65,-117.2651690739875,000014
1707264704.4344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.466000493367513,0.75,-8.377422555287682,0.69,-2.892806911468505,1.45,-78.03819564255693,000014
1707264704.534423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.898698170979824,0.75,-4.378316879272467,0.69,-3.1204605102539067,1.45,-79.35452497374095,000015
1707264704.534423,VRU_Adult_Using_Bicycle,22.78149262452737,0.96,-25.38959415142353,1.64,-2.9113058554820523,1.65,-129.9453393272242,000015
1707264704.534423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.035358047485357,0.75,-4.180152972539267,0.69,-2.935101572672525,1.45,-107.48572155906612,000015
1707264704.634423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91912596566337,0.75,-4.314675807952887,0.69,-3.063859428678241,1.45,-81.81414667683106,000016
1707264704.634423,VRU_Adult_Using_Bicycle,22.846095261750403,0.96,-25.315133553964124,1.64,-2.812169905062075,1.65,-127.57054437799752,000016
1707264704.634423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,23.553674062093098,0.75,-12.135398213068644,0.69,-2.517189083496729,1.45,-65.98196072241416,000016
1707264704.7344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.908439636230472,0.75,-4.387283563613898,0.69,-3.1221661170323696,1.45,92.76322220219701,000017
1707264704.7344232,VRU_Adult_Using_Bicycle,22.80658711327447,0.96,-25.35288386874729,1.64,-2.8322112957636514,1.65,60.48869581473526,000017
1707264704.7344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.511200332641604,0.75,-7.134496005376183,0.69,-2.7234998067220038,1.45,-74.63027324538487,000017
1707264704.834423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91954994201661,0.75,-4.428074121475225,0.69,-3.175637125968933,1.45,-74.80128188743146,000018
1707264704.834423,VRU_Adult_Using_Bicycle,22.753868738810226,0.96,-25.392183383305873,1.64,-2.981701135635376,1.65,-126.78221111785078,000018
1707264704.834423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.05912792682648,0.75,-4.231233894824984,0.69,-2.823939025402068,1.45,-106.3685769303541,000018
1707264704.9344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91079902648926,0.75,-4.4337204297383686,0.69,-3.325637141863505,1.45,-74.42354100471971,000019
1707264704.9344232,VRU_Adult_Using_Bicycle,22.806605483546406,0.96,-25.34181999437737,1.64,-2.880845293854222,1.65,57.34950025874211,000019
1707264704.9344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.03481224605016,0.75,-4.265158823558266,0.69,-2.863745433943611,1.45,-109.20808846745459,000019
1707264705.034423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.89843654632569,0.75,-4.495816588401801,0.69,-3.325739622116089,1.45,-63.49714575415083,000020
1707264705.034423,VRU_Adult_Using_Bicycle,22.84474225477739,0.96,-25.334681597622964,1.64,-2.9491224505684595,1.65,-117.38609472589943,000020
1707264705.034423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.35776401701428,0.75,-7.233721142723449,0.69,-2.8272156147729777,1.45,-78.05041170670981,000020
1707264705.134423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.908480167388923,0.75,-4.565925121307379,0.69,-3.3295828104019165,1.45,-54.191552008723356,000021
