000013.pid, person, 21.105100313822433, -4.781791528066005, -3.4250460863113408, 0.8384336233139038, 111.90281468636343
000013.pid, car, 21.44536918640137, -5.0115250205993656, -3.2957113170623775, 0.7078871130943298, 125.42085852417682
000014.pid, person, 21.119093894958503, -4.732433080673225, -3.4544515609741215, 0.8754152655601501, 96.76155165489436
000014.pid, car, 21.460498046875003, -5.040288543701174, -3.2573307418823236, 0.7453795671463013, 116.0049516824282
000015.pid, person, 21.110888004302986, -4.709542274475104, -3.348519206047058, 0.8588249683380127, 112.64863299065208
000015.pid, car, 21.48016452789307, -5.05355877535684, -3.2482118691716866, 0.7539204955101013, 118.42802374801619
000016.pid, person, 21.10126342773438, -4.752321624755866, -3.3508985519409187, 0.8945105075836182, 113.35270082514708
000016.pid, car, 21.485680873577415, -5.0500343579512394, -3.245875211862417, 0.7314424514770508, 121.19569834844565
000017.pid, person, 21.10426167079381, -4.755132334572934, -3.3583780016217917, 0.8812816739082336, 114.83129447107825
000017.pid, car, 21.494500364576066, -5.05838807991573, -3.2577337707792005, 0.7486498355865479, 120.97634629789403
000018.pid, person, 21.074609120686855, -4.698931852976488, -3.393337527910869, 0.8407009840011597, 104.88139823538124
000018.pid, car, 21.442821329290215, -5.034400318608143, -3.2888025803999463, 0.7253278493881226, 123.72950356014472
000019.pid, person, 21.103244781494144, -4.733656065804624, -3.412000553948539, 0.8393431901931763, 92.3315646363445
000019.pid, car, 21.4230553199505, -4.994212495869606, -3.2887124357552353, 0.7383725643157959, 124.91298944874477
000020.pid, person, 21.082973480224613, -4.733004411061612, -3.354751865069072, 0.7525689601898193, 113.22459645999713
000020.pid, car, 21.466389031245793, -5.055671017745447, -3.28041150652129, 0.722453773021698, 125.44419992860762
000021.pid, person, 21.09686915079753, -4.716562827428188, -3.422265013058981, 0.6705335974693298, 89.23541038318234
000021.pid, car, 21.442841053009033, -5.006002340997968, -3.2706591486930843, 0.7391813397407532, 123.28591994733438
000022.pid, person, 21.09642601013184, -4.678079525629685, -3.4480424722035727, 0.734869658946991, 88.97524807437769
000022.pid, car, 21.455791933783168, -5.033132454444626, -3.296104760005556, 0.7238167524337769, 121.90977693424476
000023.pid, person, 21.079186439514164, -4.727093060811367, -3.3571178515752162, 0.7846702933311462, 109.93691305344538
000023.pid, car, 21.469425950731555, -5.029385004724779, -3.258642579827989, 0.7203810214996338, 125.70574580812595
000024.pid, person, 21.08756310599191, -4.72523873192924, -3.3541146005902975, 0.7846702933311462, 110.42089001365616
000024.pid, car, 21.461789321899413, -5.016246566772465, -3.248593444824218, 0.753902018070221, 125.40974666088692
000025.pid, person, 21.090666770935062, -4.71968857447307, -3.421124974886577, 0.7788341045379639, 87.65176925910629
000025.pid, car, 21.435773776127743, -5.026913826282211, -3.288665047058692, 0.7272664904594421, 126.64174516486895
000026.pid, person, 21.130249871148006, -4.839842796325689, -3.319270001517402, 0.8442293405532837, -63.07577400203473
000026.pid, car, 21.432017787810295, -5.0247973472841325, -3.262849261683802, 0.7159274816513062, 131.77772028091104
000027.pid, person, 21.096876907348637, -4.744404029846197, -3.350641632080079, 0.8539729714393616, 113.48570655158694
000027.pid, car, 21.481959304809575, -5.049679050445559, -3.250116176605224, 0.7223883867263794, 120.85610108080789
