Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1707408381.233587,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.95332073030018,0.97,-25.337097349621008,1.56,-3.029904496102106,1.68,-154.53499614995366,000013
1707408381.233587,VRU_Adult,11.335727146693642,0.83,1.502248261656079,0.75,-3.2677335739135738,1.59,-10.215646937105593,000013
1707408381.3335872,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.92948884230394,0.97,-25.373268861037037,1.56,-2.9844379241649923,1.68,-145.26250813079398,000014
1707408381.3335872,VRU_Adult,11.3068136735396,0.83,1.4938291094519875,0.75,-3.2480235750024957,1.59,-17.23185588414231,000014
1707408381.3335872,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.92948884230394,0.97,-25.373268861037033,1.56,-2.9844379241649914,1.68,-145.2625081307947,000014
1707408381.433587,VRU_Adult,11.333090373447968,0.83,1.4977132678031901,0.75,-3.2929433073316297,1.59,-14.223883667824545,000015
1707408381.433587,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.916666126251222,0.97,-25.438194131851198,1.56,-3.015500617027283,1.68,-140.27972798513534,000015
1707408381.533587,VRU_Adult,11.36510626475017,0.83,1.488731135924655,0.75,-3.2541619936625157,1.59,-8.532648603184876,000016
1707408381.533587,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.899699529012047,0.97,-25.48558494022915,1.56,-3.024733798844474,1.68,-139.36678177985405,000016
1707408381.6335871,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.880379016582786,0.97,-25.54195888225849,1.56,-2.99323531297537,1.68,-140.33302602153285,000017
1707408381.6335871,VRU_Adult,11.321960816016569,0.83,1.4992711085539598,0.75,-3.238242956308217,1.59,-16.380787431019023,000017
1707408381.6335871,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.880379016582783,0.97,-25.541958882258488,1.56,-2.9932353129753695,1.68,-140.33302602153074,000017
1707408381.733587,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.84834133050381,0.97,-25.59322259364984,1.56,-3.0590663445301547,1.68,-149.81039784451934,000018
1707408381.733587,VRU_Adult,11.311490503946946,0.83,1.50735154946645,0.75,-3.3215885798136386,1.59,-15.975139476831536,000018
1707408381.733587,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.848341330503807,0.97,-25.59322259364984,1.56,-3.0590663445301542,1.68,-149.81039784451968,000018
1707408381.8335872,VRU_Adult,11.294238350608136,0.83,1.519638700918719,0.75,-3.2097381895238697,1.59,-20.99968176129577,000019
1707408381.8335872,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.79714514079847,0.97,-25.63650347057142,1.56,-3.028616604052092,1.68,-155.2848128012909,000019
1707408381.8335872,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,22.79714514079847,0.97,-25.636503470571416,1.56,-3.028616604052091,1.68,-155.28481280129049,000019
