Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1707269248.09727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.049749135971076,0.99,-3.6054285764694285,1.12,-3.4108479022979736,1.58,56.72055535586854
1707269248.09727,VRU_Adult_Using_Bicycle,22.968985356782614,0.96,-25.41308413053814,1.64,-2.9059989326878597,1.65,106.42381591718211
1707269248.1972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.073458989461267,0.99,-3.6405866940816316,1.12,-3.4061558246612553,1.58,72.05287314590883
1707269248.1972702,VRU_Adult_Using_Bicycle,23.03069481482873,0.96,-25.40796433962309,1.64,-2.9515491082118106,1.65,70.15032764319716
1707269248.29727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.050389289855962,0.99,-3.615272641181953,1.12,-3.411502361297607,1.58,65.26127923327276
1707269248.29727,VRU_Adult_Using_Bicycle,22.993577003479007,0.96,-25.402924113803444,1.64,-2.859704593817393,1.65,61.68820441224271
1707269248.39727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.063110033671068,0.99,-3.6389579772949276,1.12,-3.409413814544678,1.58,74.64476608092491
1707269248.39727,VRU_Adult_Using_Bicycle,23.019681569692253,0.96,-25.418859481811527,1.64,-2.878745665421357,1.65,75.24990650412336
1707269248.49727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.055350542068489,0.99,-3.6292186975479197,1.12,-3.411099076271057,1.58,67.57707384790636
1707269248.49727,VRU_Adult_Using_Bicycle,23.008892676409555,0.96,-25.380827567156626,1.64,-2.883455150267657,1.65,67.99658050028052
1707269248.59727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.052030245463058,0.99,-3.6465968290964823,1.12,-3.413726647694906,1.58,71.64641602251757
1707269248.59727,VRU_Adult_Using_Bicycle,23.005691457677774,0.96,-25.397949642605255,1.64,-3.0318396621280246,1.65,69.87935951489102
1707269248.6972702,VRU_Adult_Using_Bicycle,23.012627336714004,0.96,-25.40829706192017,1.64,-2.852648264831967,1.65,66.58198698997198
1707269248.79727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.05085754394532,0.99,-3.6683468023936014,1.12,-3.4160236517588296,1.58,73.0308608087892
1707269248.79727,VRU_Adult_Using_Bicycle,22.999981355667117,0.96,-25.387781667709355,1.64,-2.948360776901245,1.65,89.13379012539507
1707269248.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.020366032918298,0.99,-3.6976587772369456,1.12,-3.428616285324098,1.58,54.234598467867265
1707269248.89727,VRU_Adult_Using_Bicycle,23.00924822489421,0.96,-25.340996170043944,1.64,-3.032175318400065,1.65,152.21785387497988
1707269248.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.049121220906583,0.99,-3.650785525639859,1.12,-3.4150509039560966,1.58,76.22646663652787
1707269248.99727,VRU_Adult_Using_Bicycle,23.0292750676473,0.96,-25.39573338826498,1.64,-3.006933164596558,1.65,70.92623142420385
1707269249.09727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.027819633483892,0.99,-3.6930603981018124,1.12,-3.4257641633351654,1.58,68.71558680410966
1707269249.09727,VRU_Adult_Using_Bicycle,22.988837474101302,0.96,-25.396221779488233,1.64,-2.918355993322424,1.65,92.1982148177353
1707269249.1972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.052751859029138,0.99,-3.642512400945035,1.12,-3.4131315549214687,1.58,-93.14725059378358
1707269249.1972702,VRU_Adult_Using_Bicycle,22.990786201075508,0.96,-25.423087421216465,1.64,-2.8947161247855737,1.65,44.81683925129636
1707269249.29727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.033251762390144,0.99,-3.693642775217699,1.12,-3.424031019210816,1.58,72.95220458748221
1707269249.29727,VRU_Adult_Using_Bicycle,22.9893912803836,0.96,-25.386801463801692,1.64,-2.933136154965657,1.65,89.11962818014808
1707269249.39727,VRU_Adult_Using_Bicycle,22.986774909787066,0.96,-25.39621655533954,1.64,-2.9507619578663897,1.65,85.20118480842275
1707269249.49727,VRU_Adult_Using_Bicycle,23.003442558082376,0.96,-25.40185103545318,1.64,-2.9059274712124386,1.65,-143.20649609107076
1707269249.59727,VRU_Adult_Using_Bicycle,23.03482318746633,0.96,-25.393038322185653,1.64,-3.0008809648711106,1.65,73.56441328793117
1707269249.6972702,VRU_Adult_Using_Bicycle,22.999480353461376,0.96,-25.395890977647575,1.64,-2.9546733608952276,1.65,67.72729580778737
1707269249.79727,VRU_Adult_Using_Bicycle,23.038227802998314,0.96,-25.411446803324935,1.64,-2.8808334969185494,1.65,58.66790294307314
1707269249.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.026614189147956,0.99,-3.6888953844706287,1.12,-3.4257939656575527,1.58,68.6105395564922
1707269249.89727,VRU_Adult_Using_Bicycle,23.031663656234745,0.96,-25.386242449283603,1.64,-2.9920464530587196,1.65,60.7083439726565
1707269249.99727,VRU_Adult_Using_Bicycle,22.992695345197408,0.96,-25.403281348092218,1.64,-2.8511321340288434,1.65,57.05999000202464
1707269250.09727,VRU_Adult_Using_Bicycle,23.004162728786472,0.96,-25.403296649456028,1.64,-2.94093868881464,1.65,76.27944758693259
1707269250.1972702,VRU_Adult_Using_Bicycle,22.997190422481964,0.96,-25.412150859832767,1.64,-2.848715603351593,1.65,79.66828843134246
1707269250.29727,VRU_Adult_Using_Bicycle,23.011396820480762,0.96,-25.389925621651322,1.64,-2.88237375826449,1.65,71.7442711472455
1707269250.39727,VRU_Adult_Using_Bicycle,23.013457404242626,0.96,-25.414766417609325,1.64,-2.884760035408868,1.65,74.33131713177113
1707269250.49727,VRU_Adult_Using_Bicycle,22.991269756007842,0.96,-25.410196562071107,1.64,-2.896263348089682,1.65,-143.51748448947933
1707269250.59727,VRU_Adult_Using_Bicycle,23.005912123055296,0.96,-25.375268541533377,1.64,-3.00936667672519,1.65,70.75569778012604
1707269250.6972702,VRU_Adult_Using_Bicycle,22.99601595025314,0.96,-25.39783613305343,1.64,-2.919839306881553,1.65,82.535600664309
1707269250.79727,VRU_Adult_Using_Bicycle,22.995321374190485,0.96,-25.38770158667314,1.64,-2.902373677805851,1.65,52.80720166867978
1707269250.89727,VRU_Adult_Using_Bicycle,22.987240897284618,0.96,-25.407290246751575,1.64,-2.896338721116384,1.65,77.80005124863028
1707269250.99727,VRU_Adult_Using_Bicycle,22.988519525527956,0.96,-25.405552577972415,1.64,-2.897734063863754,1.65,90.46225192438288
1707269251.09727,VRU_Adult_Using_Bicycle,22.998328208923343,0.96,-25.38828513735817,1.64,-2.9551419644128707,1.65,72.55806871221823
1707269251.1972702,VRU_Adult_Using_Bicycle,22.99716124663482,0.96,-25.409451922854863,1.64,-2.896239100275813,1.65,-128.49400681362795
1707269251.29727,VRU_Adult_Using_Bicycle,22.991751815333515,0.96,-25.39921332850601,1.64,-2.9342154372822153,1.65,129.67011788846335
1707269251.39727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.019850730896001,0.99,-3.6842312812805234,1.12,-3.4276069800058995,1.58,73.40173019823929
1707269251.39727,VRU_Adult_Using_Bicycle,23.000042855739597,0.96,-25.37736761569977,1.64,-3.002145290374756,1.65,87.10785562224021
1707269251.49727,VRU_Adult_Using_Bicycle,22.992483590778555,0.96,-25.425098720349766,1.64,-2.907974676082009,1.65,45.75727165979832
1707269251.59727,VRU_Adult_Using_Bicycle,22.99664311938816,0.96,-25.39933840433757,1.64,-2.9142508043183226,1.65,67.80799756851746
1707269251.6972702,VRU_Adult_Using_Bicycle,23.00456369840182,0.96,-25.390206165802788,1.64,-2.9164056411156287,1.65,59.415016791637484
1707269251.89727,VRU_Adult_Using_Bicycle,22.97830300582083,0.96,-25.3920003991378,1.64,-2.9851304794612683,1.65,78.40660333725783
1707269251.99727,VRU_Adult_Using_Bicycle,22.982488738165966,0.96,-25.403271834055587,1.64,-2.8718015352884927,1.65,107.68832143172887
1707269252.09727,VRU_Adult_Using_Bicycle,23.000570196854444,0.96,-25.400494525307106,1.64,-2.909846933264481,1.65,72.649657207742
1707269252.1972702,VRU_Adult_Using_Bicycle,23.012460410594944,0.96,-25.408194780349735,1.64,-2.803017646074295,1.65,60.47974434916676
1707269252.29727,VRU_Adult_Using_Bicycle,23.00661242635627,0.96,-25.400991389625954,1.64,-2.90514117793033,1.65,69.08793427833848
1707269252.39727,VRU_Adult_Using_Bicycle,23.014613575405548,0.96,-25.403580453660755,1.64,-2.880079368750254,1.65,76.35465973821312
1707269252.49727,VRU_Adult_Using_Bicycle,23.00208697319031,0.96,-25.40779151916504,1.64,-2.9188785672187807,1.65,88.85130291464483
1707269252.59727,VRU_Adult_Using_Bicycle,22.989538347398916,0.96,-25.413205636514203,1.64,-2.9393334324295455,1.65,97.81064098597422
1707269252.6972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.026066144307459,0.99,-3.6893452803293934,1.12,-3.4260145028432216,1.58,75.20114821921162
1707269252.6972702,VRU_Adult_Using_Bicycle,22.995137549735407,0.96,-25.397247366003093,1.64,-2.944370637068878,1.65,53.34982108992722
