Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1701742422.165777,VRU_Adult_Using_Bicycle,11.526907285054532,0.96,-2.5120833714803124,1.64,-3.6698176860809326,1.65,-104.94880528354363
1701742422.365777,VRU_Adult_Using_Bicycle,11.534145673116056,0.96,-2.521758476893113,1.64,-3.669080177942913,1.65,-103.82616684108913
1701742422.365777,VRU_Adult_Using_Bicycle,11.446034908294685,0.96,-2.504164298375454,1.64,-3.320254365603129,1.65,18.81691843076946
1701742422.5657768,VRU_Adult_Using_Bicycle,11.41119003295899,0.96,-2.6947952747345036,1.64,-3.567853546142578,1.65,-121.48317436180506
1701742422.665777,VRU_Adult_Using_Bicycle,11.535981496175134,0.96,-2.5106594562530593,1.64,-3.6671417554219565,1.65,-105.85123268582416
1701742423.165777,VRU_Adult_Using_Bicycle,11.519101551600869,0.96,-2.567391702107027,1.64,-3.429538386208671,1.65,63.90884986087224
1701742423.2657769,VRU_Adult_Using_Bicycle,11.430420303344732,0.96,-2.6760911941528382,1.64,-3.5294093608856203,1.65,-123.08713214772496
1701742423.365777,VRU_Adult_Using_Bicycle,11.38928365707398,0.96,-2.705004930496222,1.64,-3.643096864223481,1.65,-123.77538079975437
1701742423.465777,VRU_Adult_Using_Bicycle,11.520894368489587,0.96,-2.5619771480560365,1.64,-3.4518362681070975,1.65,63.58160424424358
1701742423.665777,VRU_Adult_Using_Bicycle,11.498754092625214,0.96,-2.566940852573947,1.64,-3.521839346204486,1.65,56.68839212966621
1701742423.7657769,VRU_Adult_Using_Bicycle,11.399806499481207,0.96,-2.7001274824142527,1.64,-3.6383889317512517,1.65,-121.83159659045927
1701742423.965777,VRU_Adult_Using_Bicycle,11.464979290962223,0.96,-2.5414870381355352,1.64,-3.462097644805908,1.65,-118.07338116291191
1701742424.165777,VRU_Adult_Using_Bicycle,11.514354705810554,0.96,-2.5532329082489076,1.64,-3.572470247745514,1.65,66.62520938237361
1701742424.2657769,VRU_Adult_Using_Bicycle,11.394233703613288,0.96,-2.666038513183601,1.64,-3.7790270447731027,1.65,-118.98535112298725
1701742424.665777,VRU_Adult_Using_Bicycle,11.396531820297245,0.96,-2.664128065109259,1.64,-3.777639627456666,1.65,-119.76249618003612
1701742424.7657769,VRU_Adult_Using_Bicycle,11.433591570172995,0.96,-2.5109769276210305,1.64,-3.422670704977853,1.65,-114.2092914104827
1701742424.865777,VRU_Adult_Using_Bicycle,11.350608507792161,0.96,-2.758012771606451,1.64,-3.7488771279652915,1.65,-121.45537591236916
1701742425.7657769,VRU_Adult_Using_Bicycle,11.52899360656739,0.96,-2.52167987823487,1.64,-3.6699296633402505,1.65,-105.12597439851939
1701742425.865777,VRU_Adult_Using_Bicycle,11.30392519632976,0.96,-2.8629189332326326,1.64,-3.5615786711374926,1.65,-130.97229082692627
