Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1706113402.545085,VRU_Adult,26.438628877912254,0.83,-25.633444104875842,0.75,-2.4260920456477564,1.59,-72.3237424532957,000012
1706113402.6450849,VRU_Adult,25.911915461222335,0.83,-22.605369567871094,0.75,-2.8390769958496085,1.59,120.86102397516667,000013
1706113402.745085,VRU_Adult,25.902953808124252,0.83,-22.625877380371094,0.75,-2.834460808680606,1.59,125.59249043787615,000014
1706113402.845085,VRU_Adult,25.89899959564209,0.83,-22.626001167297368,0.75,-2.8042069911956773,1.59,132.58491219305319,000015
1706113402.9450848,VRU_Adult,25.878765741984054,0.83,-22.587820688883465,0.75,-2.7677915361192467,1.59,126.4818422420077,000016
1706113403.045085,VRU_Adult,25.873792224460182,0.83,-22.58643913269043,0.75,-2.765978574752806,1.59,129.71848069559803,000017
1706113403.1450849,VRU_Adult,26.32480239868164,0.83,-24.976541095309788,0.75,-2.510762982898287,1.59,-72.36925258407078,000018
1706113403.245085,VRU_Adult,24.560434341430664,0.83,-46.5992546081543,0.75,-0.9130243659019465,1.59,-78.48019141040487,000019
1706113403.245085,VRU_Adult,25.77064259847005,0.83,-22.445356051127117,0.75,-2.6564172108968087,1.59,68.61989345835298,000019
1706113403.345085,VRU_Adult,25.740051651000975,0.83,-22.458868789672845,0.75,-2.6285732746124255,1.59,67.39770430198288,000020
1706113403.4450848,VRU_Adult,25.771425628662115,0.83,-22.41921730041504,0.75,-2.6283407688140854,1.59,63.95179760358672,000021
1706113403.545085,VRU_Adult,26.471698125203456,0.83,-26.091354688008625,0.75,-2.2941845059394823,1.59,-72.2249498174574,000022
1706113403.6450849,VRU_Adult,25.771703720092777,0.83,-22.443113644917805,0.75,-2.6563629706700627,1.59,64.47403864996645,000023
1706113403.745085,VRU_Adult,25.926582336425785,0.83,-22.623551368713382,0.75,-2.8705837726593004,1.59,124.05227233443753,000024
1706113403.845085,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.550783157348643,0.97,-28.971433639526378,1.56,-2.9327441851298013,1.68,160.42457798873477,000025
1706113403.845085,VRU_Adult,25.900098280473188,0.83,-22.597972176291726,0.75,-2.804179928519508,1.59,127.15001610364394,000025
1706113403.9450848,VRU_Adult,25.893064922756622,0.83,-22.618914498223198,0.75,-2.785242054197522,1.59,128.43836131504932,000026
1706113404.045085,VRU_Adult,24.243054072062183,0.83,-46.631168365478516,0.75,-1.2190653284390767,1.59,-54.614973737234166,000027
1706113404.045085,VRU_Adult,25.854647636413578,0.83,-22.574455976486206,0.75,-2.7453135251998884,1.59,-43.13765458002398,000027
1706113404.1450849,VRU_Adult,25.868278775896346,0.83,-22.562857219151088,0.75,-2.7395692893436974,1.59,121.2103115945649,000028
1706113404.245085,VRU_Adult,25.878020858764653,0.83,-22.60534534454346,0.75,-2.782985067367552,1.59,130.3543513024642,000029
1706113404.345085,VRU_Adult,25.88769264221192,0.83,-22.588756370544438,0.75,-2.7901891469955435,1.59,127.4254733074121,000030
1706113404.4450848,VRU_Adult,25.88325985995206,0.83,-22.58044242858887,0.75,-2.785222335295242,1.59,122.53583809917045,000031
1706113404.545085,VRU_Adult,26.386059522628788,0.83,-25.246812105178833,0.75,-2.4970763996243464,1.59,-72.45303506481756,000032
1706113404.6450849,VRU_Adult,25.913608233133957,0.83,-22.590989112854004,0.75,-2.858644068241118,1.59,116.60928398104733,000033
1706113404.745085,VRU_Adult,26.39443016052246,0.83,-25.22962236404419,0.75,-2.549341730773448,1.59,-72.47596667865147,000034
1706113404.845085,VRU_Adult,26.406419277191166,0.83,-25.247430086135864,0.75,-2.4966207519173613,1.59,-72.2536472714718,000035
1706113404.9450848,VRU_Adult,25.910330636160715,0.83,-22.57112775530134,0.75,-2.8350765364510653,1.59,122.56415155101487,000036
1706113405.045085,VRU_Adult,25.892938137054447,0.83,-22.60255304972331,0.75,-2.831343352794646,1.59,127.24718659457989,000037
