000013.pid, person, 9.194488661629817, -5.43340669359479, -2.952296427318026, 0.8504886627197266, 15.893043055574399
000013.pid, bicycle, 9.255911350250248, -5.429745435714729, -2.938478410243988, 0.6942535042762756, -151.61162245193043
000014.pid, person, 9.223992347717292, -5.409146997663716, -2.9513243569268113, 0.8494634032249451, 21.4136004796325
000014.pid, bicycle, 9.258758817400258, -5.406546320234034, -2.9437690121786937, 0.649989664554596, 26.940695424676772
000015.pid, person, 9.163409423828131, -5.425580310821536, -2.9655082702636704, 0.8508034348487854, 4.078696204172278
000015.pid, bicycle, 9.216756105422983, -5.424734473228461, -2.9622611403465275, 0.6495733261108398, -152.95800223522758
000016.pid, person, 9.197238564491277, -5.427806973457336, -2.9570613503456116, 0.846777081489563, 17.624672789148295
000016.pid, person, -0.43159693926572096, -10.770160102844244, -3.442618632316589, 0.5418263673782349, 89.18688342949027
000016.pid, bicycle, 9.209462302071714, -5.426077638353627, -2.9551100390298033, 0.7173198461532593, 18.67497819387141
000017.pid, person, 9.185697317123418, -5.432000339031223, -2.95863229036331, 0.8451263308525085, 19.713410782913346
000017.pid, person, -0.5012053310871111, -15.103581619262695, -3.2697457313537583, 0.5510920286178589, -158.33355627765323
000017.pid, bicycle, 9.197759764535093, -5.430526324680881, -2.9572135039738248, 0.7206093668937683, 21.300690735114593
000018.pid, person, 9.183789889017746, -5.437045812606816, -2.9533942143122345, 0.8483299612998962, 12.288082364940538
000018.pid, bicycle, 9.199064445495612, -5.4523483276367255, -2.950867462158204, 0.7167428135871887, 20.947711243681827
000019.pid, person, 9.158650875091558, -5.4412156740824384, -2.9696207443873077, 0.8526234030723572, 10.614146926012813
000019.pid, bicycle, 9.189386685689298, -5.442913452784226, -2.9694807132085166, 0.7185240983963013, 25.97702676112397
000020.pid, person, 9.154966545104987, -5.4262786865234345, -2.969719028472899, 0.8604298830032349, 4.15908563628031
000020.pid, bicycle, 9.17322458539691, -5.430277756282268, -2.9677597795213972, 0.7248159646987915, 16.870018049501613
000021.pid, person, 9.202837807791578, -5.419070448194229, -2.9547228813171382, 0.8610007166862488, 11.18386944974507
000021.pid, person, -0.4030574808518031, -15.130966663360603, -3.293731530507404, 0.5558921098709106, -170.87408708615655
000021.pid, bicycle, 9.219609101613369, -5.415460507074999, -2.9524160623550415, 0.7241934537887573, 10.977870333493554
000022.pid, person, 9.212530877855095, -5.404949029286706, -2.9518629444970013, 0.8525208234786987, 31.921723384891127
000022.pid, bicycle, 9.212530877855093, -5.40494902928671, -2.951862944497003, 0.7234522700309753, 31.921723384893674
000023.pid, person, 9.164945602416998, -5.446176597050262, -2.9728218487330835, 0.8533219695091248, 25.59542471115152
000023.pid, person, -0.3468943864107062, -15.164245223999027, -3.033699178695677, 0.5167992115020752, 3.270882031359396
000023.pid, bicycle, 9.165391802787788, -5.444427728652961, -2.972867608070374, 0.723241925239563, 27.936610319187867
000024.pid, person, 9.154942131042485, -5.428985023498532, -2.9656078815460187, 0.8492937088012695, 6.7134499059862645
000024.pid, person, -0.3137335553765248, -15.181912422180176, -3.0370723605155936, 0.5218986868858337, -15.337435162339325
000024.pid, bicycle, 9.180153846740728, -5.436552143096931, -2.9633547306060795, 0.7232164740562439, 23.928931046828925
000025.pid, person, 9.16388591130575, -5.447143952051801, -2.966602325439452, 0.8504034280776978, 21.39719015846814
000025.pid, person, -0.3343766242265603, -15.199053001403811, -3.040602493286132, 0.5200356245040894, -3.4178270434195976
000025.pid, bicycle, 9.163885911305753, -5.447143952051806, -2.966602325439453, 0.7222856283187866, 21.397190158467712
000026.pid, person, 9.16678483145578, -5.435979706900459, -2.966277531215122, 0.8430862426757812, 23.006023804838552
000026.pid, person, -0.3277473598718573, -15.217247390747072, -3.0442110538482643, 0.4512132704257965, -8.592307994214412
000026.pid, bicycle, 9.166784831455782, -5.435979706900468, -2.9662775312151233, 0.7221380472183228, 23.006023804842243
000027.pid, person, 9.219181418418891, -5.4087308049202, -2.9491192102432233, 0.8496220111846924, 33.317636431842445
000027.pid, person, -0.3490675687789868, -15.217429876327515, -3.0443286895751944, 0.5501181483268738, -2.456269748059267
000027.pid, bicycle, 9.219181418418891, -5.408730804920204, -2.949119210243225, 0.7193045020103455, 33.31763643184115
000028.pid, person, 9.19458961486817, -5.426282644271852, -2.95772886276245, 0.8443772792816162, 17.284033335857444
000028.pid, person, -0.42217697501181856, -15.219550704956054, -3.361703634262084, 0.4526541829109192, 173.86795019825857
000028.pid, bicycle, 9.242933654785162, -5.419005966186531, -2.949718189239502, 0.7120053768157959, -152.2852662078467
000029.pid, person, 9.166216850280767, -5.432076930999756, -2.96726312637329, 0.8486120104789734, 9.25423116001314
000029.pid, bicycle, 9.219384908676155, -5.426450371742255, -2.9653427600860605, 0.7118757963180542, -148.51566380053882
000030.pid, person, 9.2018085207258, -5.434965133666994, -2.962899957384381, 0.8514731526374817, 22.990864888777864
000030.pid, person, -0.3438268244266426, -15.23965377807618, -3.0487609386444077, 0.43483251333236694, 176.4850375126764
000030.pid, bicycle, 9.208671297345846, -5.4349126134600025, -2.963539430073329, 0.710802435874939, 26.14123535763674
