Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1708561954.513864,VRU_Adult,22.3743584950765,0.83,-8.070968574947786,0.75,-3.1107360521952314,1.59,-132.7327604946715
1708561954.513864,VRU_Adult,22.39488802458111,0.83,-8.045387017099484,0.75,-3.0761804078754618,1.59,36.929463539343885
1708561954.6138642,VRU_Adult,22.37937708461986,0.83,-8.022865842370427,0.75,-3.1092807194765877,1.59,-134.6110389430904
1708561954.713864,VRU_Adult,22.293104934692387,0.83,-7.99100015163422,0.75,-3.0791564702987673,1.59,71.7306948462275
1708561954.713864,VRU_Adult,22.334689430568528,0.83,-7.967136756233547,0.75,-3.119944178539773,1.59,41.91987806596464
1708561954.813864,VRU_Adult,22.28711219060989,0.83,-7.951535906110495,0.75,-3.0802213010333834,1.59,80.8733979581201
1708561954.813864,VRU_Adult,22.343461990356445,0.83,-7.917367483440201,0.75,-3.0599184914639115,1.59,-135.70169213190948
1708561954.9138641,VRU_Adult,22.229367017745975,0.83,-7.937342733144765,0.75,-3.0899781584739685,1.59,86.93666188425948
1708561955.013864,VRU_Adult,22.227585340801042,0.83,-7.890678054408026,0.75,-3.10150146484375,1.59,80.65272898477394
1708561955.013864,VRU_Adult,22.264907836914062,0.83,-7.868490517139439,0.75,-3.123940825462341,1.59,-139.1371933598587
1708561955.1138642,VRU_Adult,22.181810021400455,0.83,-7.835407167673116,0.75,-3.0318443030118942,1.59,92.8678964441097
1708561955.1138642,VRU_Adult,22.24639792191355,0.83,-7.807131441015949,0.75,-3.110339277669002,1.59,-147.9383892818654
1708561955.213864,VRU_Adult,22.16083564758301,0.83,-7.80263528823853,0.75,-3.0686575253804524,1.59,79.29206349161848
1708561955.313864,VRU_Adult,22.09414126078288,0.83,-7.765192699432377,0.75,-2.976618909835816,1.59,-154.2964769706616
1708561955.4138641,VRU_Adult,22.045927320207873,0.83,-7.718170404434209,0.75,-2.991062249456133,1.59,18.180133296658468
1708561955.4138641,VRU_Adult,22.13865442276001,0.83,-7.68796591758728,0.75,-3.153272414207458,1.59,21.66499565973185
1708561955.513864,VRU_Adult,22.055612468719485,0.83,-7.682140302658086,0.75,-3.097964382171631,1.59,-168.74538475904063
1708561955.6138642,VRU_Adult,22.000590165456142,0.83,-7.635547300179803,0.75,-3.0521451830863953,1.59,-162.74377420779877
1708561955.6138642,VRU_Adult,22.06361961364746,0.83,-7.60016405582428,0.75,-3.093782772620519,1.59,17.591679883854212
