Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1702593633.6896632,VRU_Adult,19.047100782394413,0.83,10.414950728416441,0.75,-3.350957170128821,1.59,167.53057443072774,000089
1702593633.789663,VRU_Adult,19.050102361043294,0.83,10.333991877237956,0.75,-3.3907342433929437,1.59,165.73434533094695,000090
1702593634.289663,VRU_Adult,19.160978198051456,0.83,10.047919809818266,0.75,-3.356255114078521,1.59,168.5222839402343,000095
1702593634.4896631,VRU_Adult,19.168735776628772,0.83,9.93771232877459,0.75,-3.3745344706944054,1.59,-172.3429600255912,000097
1702593634.589663,VRU_Adult,19.1384267171224,0.83,9.880443318684895,0.75,-3.39449446996053,1.59,1.709763691682907,000098
1702593634.789663,VRU_Adult,19.163840230305993,0.83,9.746499506632485,0.75,-3.387234656016031,1.59,3.4208323220684496,000100
1702593634.889663,VRU_Adult,19.197335004806522,0.83,9.680594265460968,0.75,-3.371194332838058,1.59,13.666549742320544,000101
1702593634.9896631,VRU_Adult,19.1465461955351,0.83,9.62460136413574,0.75,-3.389094016131232,1.59,2.2932790976694477,000102
1702593635.1896632,VRU_Adult,19.15953350067139,0.83,9.514248916081018,0.75,-3.3505511965070447,1.59,168.8739247728576,000104
1702593639.1896632,VRU_Adult_Using_Bicycle,11.254224096025743,0.89,-2.4338770253317756,1.53,-3.2178256511688237,1.38,66.62487051851573,000144
1702593639.589663,VRU_Adult_Using_Bicycle,11.265007972717292,0.89,-2.4935028553009095,1.53,-3.227867285410564,1.38,50.59718455134214,000148
1702593639.889663,VRU_Adult_Using_Bicycle,11.256183266639713,0.89,-2.4389063119888372,1.53,-3.2208103835582733,1.38,67.40514067940396,000151
1702593646.1896632,VRU_Adult_Using_Bicycle,9.80847492218018,0.96,26.434762191772457,1.64,-4.563615322113035,1.65,104.0721263727204,000214
1702593646.389663,Passenger_Vehicle,10.153072097084744,2.6,25.182450554587618,5.08,-4.3220266862349055,1.85,-68.11297968495015,000216
1702593646.4896631,Passenger_Vehicle,10.226774065118091,2.6,24.44549440082751,5.08,-4.234688482786479,1.85,108.63728707697193,000217
1702593646.6896632,Passenger_Vehicle,10.446995301680134,2.6,23.18669284473766,5.08,-4.034635240381413,1.85,-66.46360066567846,000219
1702593648.1896632,VRU_Adult_Using_Bicycle,37.740671157836914,0.96,-39.900646686553955,1.64,-2.048414215445517,1.65,100.29172204340406,000234
1702593648.6896632,VRU_Adult_Using_Bicycle,10.629566828409837,0.89,-3.3793638547261637,1.53,-4.248084545135499,1.38,-122.1787853532885,000239
