Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1700526257.4813812,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,27.08941497802735,0.99,-21.525397491455085,1.12,-2.723573780059815,1.58,109.35864036269558,000094
1700526278.381381,Passenger_Vehicle,35.84368896484375,2.6,-34.49077118767632,5.08,-1.5693185991711074,1.85,-73.18076425567696,000303
1700526280.681381,Passenger_Vehicle,10.813314437866218,2.6,23.47780704498291,5.08,-4.021510044733682,1.85,-77.09221811627674,000326
1700526284.9813812,Passenger_Vehicle,14.719934585766918,2.6,-3.440168178998512,5.08,-3.578631633367294,1.85,83.53948867595105,000369
1700526285.081381,Passenger_Vehicle,14.72635815938314,2.6,-3.780459287431508,5.08,-3.6592908488379585,1.85,-104.04225582687138,000370
1700526285.181381,Passenger_Vehicle,14.508727203715933,2.6,-3.985372884707022,5.08,-3.543662217530337,1.85,-103.87225656636167,000371
1700526285.2813811,Passenger_Vehicle,14.336877613532836,2.6,-4.568864909614008,5.08,-3.608386045548974,1.85,-105.22921468286413,000372
1700526285.381381,Passenger_Vehicle,14.169567688651709,2.6,-4.526537957398791,5.08,-3.592435727948728,1.85,-107.64297693920815,000373
1700526285.4813812,Passenger_Vehicle,14.255125439685326,2.6,-5.107317416564282,5.08,-3.643773182578709,1.85,-107.13406750535361,000374
1700526285.581381,Passenger_Vehicle,13.946854675517365,2.6,-5.485607588992403,5.08,-3.6581027297412647,1.85,-103.37425947205276,000375
1700526285.681381,Passenger_Vehicle,13.752225102605047,2.6,-5.729904935166647,5.08,-3.503299874228401,1.85,-107.20352085351286,000376
1700526285.7813811,Passenger_Vehicle,13.675506393864472,2.6,-5.760992913875943,5.08,-3.5936700128159433,1.85,-108.18721945553142,000377
1700526285.881381,Passenger_Vehicle,13.475862569587179,2.6,-5.905207645061408,5.08,-3.554351257723432,1.85,-113.91137445810375,000378
1700526286.181381,Passenger_Vehicle,13.009438514709474,2.6,-6.609225244233106,5.08,-3.626388853246516,1.85,-115.37214132875266,000381
1700526286.2813811,Passenger_Vehicle,12.839202636327501,2.6,-6.950628781929997,5.08,-3.667314425492898,1.85,-119.80124342668407,000382
1700526286.381381,Passenger_Vehicle,12.890051516619598,2.6,-6.995518565177921,5.08,-3.559818972240795,1.85,-120.49184712841122,000383
1700526286.4813812,Passenger_Vehicle,12.884756487469343,2.6,-7.239525151807211,5.08,-3.692225312077722,1.85,-122.24212984168946,000384
1700526286.581381,Passenger_Vehicle,12.479656881756254,2.6,-7.361134171485904,5.08,-3.6048194302452945,1.85,-121.1416115979481,000385
1700526286.681381,Passenger_Vehicle,12.812662899494173,2.6,-7.364479720592501,5.08,-3.4905768632888794,1.85,-125.39146884625248,000386
1700526286.7813811,Passenger_Vehicle,12.800376805392181,2.6,-7.297500081495809,5.08,-3.4611982952464713,1.85,-129.43832443421354,000387
1700526286.881381,Passenger_Vehicle,12.732142508976045,2.6,-7.446392127445768,5.08,-3.4320482185908725,1.85,-129.7488028729418,000388
1700526286.9813812,Passenger_Vehicle,12.599147397821602,2.6,-7.6305947997353325,5.08,-3.473672784458507,1.85,-130.10148408484733,000389
1700526287.081381,Passenger_Vehicle,12.654217334894035,2.6,-7.437530627617472,5.08,-3.528901150593391,1.85,-128.3157536296222,000390
1700526287.181381,Passenger_Vehicle,12.201839772666375,2.6,-7.814853400718878,5.08,-3.6722113155737155,1.85,-130.15570198386453,000391
1700526287.2813811,Passenger_Vehicle,11.930495210596035,2.6,-8.015343704739136,5.08,-3.6140167262103104,1.85,-129.06595010178543,000392
1700526287.381381,Passenger_Vehicle,12.114742023188894,2.6,-7.904094858867371,5.08,-3.613881430974821,1.85,-129.87163183746148,000393
1700526287.4813812,Passenger_Vehicle,11.91866490779779,2.6,-7.887133989578642,5.08,-3.439004781918648,1.85,-128.97026705660977,000394
1700526287.581381,Passenger_Vehicle,12.064924091762968,2.6,-7.998029931386315,5.08,-3.5199945502811008,1.85,-131.4456576376508,000395
1700526287.681381,Passenger_Vehicle,11.780415712400927,2.6,-7.998807918193731,5.08,-3.4870893123537994,1.85,-133.61869798616488,000396
1700526287.7813811,Passenger_Vehicle,11.862170450615164,2.6,-7.966323693593348,5.08,-3.535804083853057,1.85,-133.45881738453107,000397
1700526287.881381,Passenger_Vehicle,11.591267623901372,2.6,-8.056717262268071,5.08,-3.640992908477783,1.85,-135.53821857770615,000398
1700526287.9813812,Passenger_Vehicle,11.494958417168982,2.6,-8.220436918324442,5.08,-3.712123015831257,1.85,-131.09212173893386,000399
1700526288.081381,Passenger_Vehicle,11.60364784240723,2.6,-8.162948703765874,5.08,-3.761925678253174,1.85,-127.13550227929045,000400
1700526288.181381,Passenger_Vehicle,11.546401468912764,2.6,-8.126534239451097,5.08,-3.8064818143844605,1.85,-132.8118797150928,000401
1700526288.2813811,Passenger_Vehicle,11.323329857417518,2.6,-8.321213671139313,5.08,-3.8338318467140198,1.85,-127.38557469122813,000402
1700526288.381381,Passenger_Vehicle,11.283290721752028,2.6,-8.383632412663218,5.08,-3.8631702087543633,1.85,-129.50344071620756,000403
1700526288.4813812,Passenger_Vehicle,11.063636486346908,2.6,-8.394502651997104,5.08,-3.6930828400147266,1.85,-127.45128664895617,000404
1700526288.581381,Passenger_Vehicle,11.030129340387164,2.6,-8.559352074899987,5.08,-3.665611997727425,1.85,-133.38818594213936,000405
1700526288.681381,Passenger_Vehicle,11.174802584525867,2.6,-8.563646475474043,5.08,-3.6419131878094797,1.85,-140.40461090188404,000406
1700526288.7813811,Passenger_Vehicle,10.976894158583423,2.6,-8.522864280602874,5.08,-3.5857939536754904,1.85,-137.9775930922145,000407
1700526288.881381,Passenger_Vehicle,10.690892696380617,2.6,-8.778026091425046,5.08,-3.6351837296234932,1.85,-144.38968428735274,000408
1700526288.9813812,Passenger_Vehicle,10.755059795994915,2.6,-8.623611081031065,5.08,-3.7329479571311706,1.85,-134.26410228979978,000409
1700526289.081381,Passenger_Vehicle,10.209923874248162,2.6,-8.754032069986524,5.08,-3.6162538420070303,1.85,-129.2300920872583,000410
1700526289.181381,Passenger_Vehicle,10.198696414629621,2.6,-8.982319494088495,5.08,-3.6707678536574044,1.85,-137.89808138897195,000411
1700526289.2813811,Passenger_Vehicle,10.167643519810271,2.6,-9.161063507625038,5.08,-3.8111606325422014,1.85,-136.56934662325995,000412
1700526289.381381,Passenger_Vehicle,9.813896989822391,2.6,-9.348816692829136,5.08,-3.8222915887832642,1.85,-140.02325000087114,000413
1700526289.4813812,Passenger_Vehicle,10.250613761670666,2.6,-9.123780987479474,5.08,-3.8727541620081123,1.85,-114.83031824621179,000414
1700526289.581381,Passenger_Vehicle,9.652224737055164,2.6,-9.437612575643206,5.08,-3.809936425265145,1.85,-141.08208146365612,000415
1700526289.681381,Passenger_Vehicle,9.441412463332671,2.6,-9.501341993158519,5.08,-3.9409783753481777,1.85,-138.73663103415532,000416
1700526289.7813811,Passenger_Vehicle,9.0841024239858,2.6,-9.683432642618818,5.08,-3.9991279999415084,1.85,-138.50895226133775,000417
1700526289.881381,Passenger_Vehicle,8.391616106033329,2.6,-9.822515630722052,5.08,-3.783737289905549,1.85,-133.28161397328273,000418
1700526289.9813812,Passenger_Vehicle,8.069726907289953,2.6,-9.772951492896455,5.08,-3.574349861878616,1.85,-128.40231768369597,000419
1700526290.081381,Passenger_Vehicle,7.996792422400588,2.6,-9.956745677524152,5.08,-3.6722401512993716,1.85,-122.24639675632895,000420
1700526290.181381,Passenger_Vehicle,7.697352766990666,2.6,-10.004993557929998,5.08,-3.7778831124305725,1.85,-127.1652891903081,000421
1700526290.2813811,Passenger_Vehicle,7.218999743461616,2.6,-10.036615848541265,5.08,-3.8022628426551823,1.85,-118.38278587836868,000422
1700526290.381381,Passenger_Vehicle,7.202485359632059,2.6,-9.904808227832506,5.08,-3.7314635056715746,1.85,-109.1394312056394,000423
1700526290.4813812,Passenger_Vehicle,6.872036298116054,2.6,-10.021484269036193,5.08,-3.778838696303191,1.85,-98.82766324871403,000424
1700526290.581381,Passenger_Vehicle,6.531410134356961,2.6,-10.185343535050109,5.08,-4.051360669343368,1.85,67.83803648517208,000425
