000127.pid, person, 9.028583844502771, -5.893163522084554, -4.261456171671547, 0.7309740781784058, 33.2406598434904
000128.pid, person, 9.18635527292888, -5.710612614949554, -4.195817470550535, 0.7428942322731018, -141.73748581203876
000129.pid, person, 9.510213375091556, -4.825489600499473, -3.1767063935597726, 0.5728182196617126, -105.2915295946892
000130.pid, person, 9.70265102386475, -4.464408493041992, -2.989914274215697, 0.6869912147521973, 60.51423086763719
000131.pid, person, 9.839987373352054, -4.262683773040772, -3.001991224288939, 0.804314911365509, -106.38258572086022
000131.pid, person, 10.315750439961759, -4.191809495290127, -4.4109427134195975, 0.38657230138778687, -102.00187341178224
000132.pid, person, 10.078291286121718, -4.216966238888831, -3.4739491722800504, 0.7496930360794067, -59.90996397629399
000132.pid, person, 10.325156211853031, -4.212834775447853, -4.055022537708283, 0.39734870195388794, 77.43518772933056
000132.pid, person, 10.400282224019376, -4.588680108388274, -3.708743333816528, 0.3947409391403198, -169.54288845448622
000133.pid, person, 10.136075564793185, -4.012390068599156, -3.215445314134869, 0.7678605914115906, -55.36910853826838
000133.pid, person, 10.470949309212829, -4.2196714878082355, -3.9562172889709473, 0.4212489426136017, 54.837344631903335
000134.pid, person, 10.22992360591889, -3.755684196949007, -3.1107015609741193, 0.81736820936203, -50.99731965192003
000134.pid, person, 10.646748733520514, -4.025415372848518, -3.579694890975952, 0.4053970277309418, 72.13410792362328
000135.pid, person, 10.353073883056647, -3.593826055526736, -3.2330525636672958, 0.5518051981925964, -56.89108458129404
000135.pid, person, 10.760184526443489, -3.853369474411018, -3.527596592903137, 0.48651137948036194, 66.12103984869533
000135.pid, person, 10.724214744567877, -3.7224915504455645, -4.096959638595581, 0.4102134704589844, 20.419509996255744
000136.pid, person, 10.463213729858406, -3.4594827413558975, -3.1681406497955313, 0.6648721098899841, -60.81850502029405
000136.pid, person, 10.837109756469731, -3.624069738388068, -3.4823191642761238, 0.5541302561759949, 59.866350746049896
000136.pid, person, 10.788503328959154, -3.473470528920499, -3.961775859196981, 0.4105612635612488, -130.32447667338147
000137.pid, person, 10.546926403045658, -3.227570390701294, -3.121016788482665, 0.5525549054145813, -64.39667171165536
000137.pid, person, 11.00318908691407, -3.3339430491129622, -3.7593415578206386, 0.3407687544822693, -141.60359823819925
000138.pid, person, 10.693645381927494, -3.0816507339477566, -3.268351197242736, 0.40044254064559937, -49.2866145549962
000138.pid, person, 11.036577088492264, -3.1660514218466695, -3.683685915810721, 0.321487158536911, 27.390071000031586
000139.pid, person, 10.8451560827402, -2.9509482200329122, -3.2601259121528026, 0.3289157450199127, -10.811925452285955
000140.pid, person, 10.906681721027086, -2.7445780680729794, -3.244361877441406, 0.33430901169776917, -14.865379573396847
000142.pid, person, 11.112043013939497, -2.447495057032664, -3.3443933266859776, 0.34669503569602966, -13.099557446640521
000145.pid, person, 11.28615512847901, -2.045877397060397, -3.192910122871398, 0.3863951563835144, -40.96154534178891
000146.pid, person, 11.439036793178987, -1.9272420803705883, -3.4645881387922475, 0.6964775323867798, -35.27455387039863
000147.pid, person, 11.53962782451085, -1.792876626764024, -3.2818931170872276, 0.8548852205276489, 8.584611475559003
000148.pid, person, 11.65015864372254, -1.7872132460276333, -3.3792648116747532, 0.5920608043670654, -31.10498768538431
000149.pid, person, 11.690758228302007, -1.64366348584493, -3.341138958930969, 0.4601844251155853, -30.34607225810872
000150.pid, person, 11.833720397949223, -1.545036951700849, -3.429462544123331, 0.37608879804611206, -55.79238748051187
000151.pid, person, 11.889979616800948, -1.4646713415781656, -3.328886334101358, 0.4065206050872803, -6.140295443601962
000152.pid, person, 11.94080628289117, -1.3658048709233617, -3.4158020814259844, 0.706142783164978, 162.5766083803611
000153.pid, person, 11.888583403367265, -1.2137166766019978, -3.366777218305147, 0.4620477557182312, -12.032146752344666
000154.pid, person, 11.922367540995284, -1.116843775908156, -3.416563495000203, 0.3633582592010498, -27.81806505932819
000155.pid, person, 11.917585299565248, -1.0439183024259704, -3.305428486603956, 0.3541995882987976, -26.37636523947903
000156.pid, person, 11.902820979847633, -1.0486544335589714, -3.462478301104376, 0.6498878002166748, -18.168370941663202
000157.pid, person, 11.921927630901342, -0.9889306537807068, -3.414862975478171, 0.8283231854438782, -16.193487952476776
000158.pid, person, 11.999134577237648, -0.9489770898452204, -3.494151170437152, 0.8005816340446472, -13.374685134735792
000159.pid, person, 12.077775239944463, -0.9350557426611594, -3.508571604887644, 0.7112426161766052, 163.56564237138147
000160.pid, person, 12.088192054203585, -0.892785417182112, -3.534612468310764, 0.5322794914245605, 157.42029464583698
000161.pid, person, 12.103206906999864, -0.8890913128852895, -3.496187618800571, 0.7700772881507874, 155.6371601751852
000162.pid, person, 12.114889218257028, -0.8860684128908043, -3.555524514271662, 0.7417749166488647, 157.2564772165273
000163.pid, person, 12.047916845841849, -0.8633019436489439, -3.4737202037464483, 0.6155476570129395, -20.97881461553876
000164.pid, person, 12.103426806132005, -0.8489422678947487, -3.530072991053262, 0.6234327554702759, 156.1518309086141
000165.pid, person, 12.10066725413005, -0.8630600333213825, -3.5070486227671296, 0.7088598012924194, 161.80695493845727
000166.pid, person, 12.13477288759672, -0.8345790505409252, -3.501680392485398, 0.6912766695022583, 163.57252458682652
000167.pid, person, 12.11885801951091, -0.8146538734436094, -3.5588109691937757, 0.6815646290779114, 149.261882411654
000168.pid, person, 12.089870012723487, -0.8501430795742959, -3.4953620067009554, 0.7003046870231628, 148.79165446084184
000169.pid, person, 12.13230985005697, -0.8257699728012123, -3.538810968399047, 0.6809261441230774, -13.395601001256487
000170.pid, person, 12.09383405049642, -0.8131055553754181, -3.4757906754811594, 0.6999030709266663, -27.35504111027273
000171.pid, person, 12.137435086568198, -0.8093979756037423, -3.4827905813852937, 0.792810320854187, -21.098901676956874
000172.pid, person, 12.13576346635819, -0.8177927024662504, -3.521383106708526, 0.7710931897163391, -10.296665055267507
000173.pid, person, 12.163742542266851, -0.8302373960614213, -3.5454953610897046, 0.7777567505836487, -9.294907291134864
000174.pid, person, 12.119044244289404, -0.8290760889649382, -3.4837120026350017, 0.8101117014884949, -31.221766670727895
000175.pid, person, 12.134691344367136, -0.8236011763413779, -3.487060652838812, 0.8030833005905151, -16.55596111167273
000176.pid, person, 12.130553364753728, -0.7923860736191282, -3.5099656581878653, 0.8144255876541138, -17.73318438455465
000177.pid, person, 12.164644241333011, -0.8110272328058916, -3.448252948125203, 0.8265593647956848, -23.66589385811645
000178.pid, person, 12.088767392294754, -0.8082613519259892, -3.5028445209775643, 0.8442704677581787, -31.07050314465355
000179.pid, person, 12.17416197061539, -0.8156470283865964, -3.4848769456148143, 0.8297424912452698, 149.629815857167
000180.pid, person, 12.16790592670441, -0.8302534297108659, -3.5292222797870627, 0.8257042169570923, 158.45429180421053
000181.pid, person, 12.141654491424564, -0.7986895101411022, -3.490365113530839, 0.8489744663238525, -26.1793283566876
000182.pid, person, 12.104052925109867, -0.8169558246930441, -3.542740885416666, 0.8485235571861267, -31.811619915942266
