Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1708650933.735672,VRU_Adult,19.39110660552979,0.83,7.364999108844332,0.75,-3.232792152298821,1.59,-19.83116481988071
1708650934.035672,VRU_Adult,19.392916606022762,0.83,7.2049027222853415,0.75,-3.3361867941342855,1.59,150.85265663706483
1708650934.935672,VRU_Adult,19.17452478408814,0.83,7.523855042457581,0.75,-3.3165545344352716,1.59,111.2678713514027
1708650936.1356719,VRU_Adult,19.822708476673473,0.83,6.271274696696887,0.75,-3.4901564988222984,1.59,4.64279380837461
1708650937.335672,VRU_Adult,20.003635215759278,0.83,5.720023131370544,0.75,-3.3324128270149225,1.59,165.94947191817707
1708650940.735672,VRU_Adult,20.285831227022058,0.83,4.055823241963103,0.75,-3.2105944296892948,1.59,3.1143510564358423
1708650941.1356719,VRU_Adult,20.260650333605316,0.83,3.8367364030135276,0.75,-3.17663476341649,1.59,1.5106977573335145
1708650941.235672,VRU_Adult,19.292994260787967,0.83,6.47866930067539,0.75,-3.215255439281463,1.59,109.50182419725695
1708650941.335672,VRU_Adult,20.251811547712848,0.83,3.7462647286328403,0.75,-3.186543182893232,1.59,9.43704430812447
1708650941.435672,VRU_Adult,20.215853571891785,0.83,3.6731068044900903,0.75,-3.198040813207626,1.59,168.16661335143476
1708650941.535672,VRU_Adult,20.1537374608657,0.83,3.5970950407140383,0.75,-3.312280318316291,1.59,169.98249895111923
1708650941.6356719,VRU_Adult,19.574531173706056,0.83,5.4450809121131885,0.75,-3.229600775241851,1.59,107.51830873223899
1708650941.735672,VRU_Adult,20.109017491340637,0.83,3.5248418301343896,0.75,-3.2412609606981273,1.59,151.5245837746345
1708650941.835672,VRU_Adult,20.126691706040326,0.83,3.4877112052019896,0.75,-3.208611740785486,1.59,160.84363337634073
1708650941.935672,VRU_Adult,20.129142174353966,0.83,3.4314991144033575,0.75,-3.3597049346336947,1.59,171.6725831295229
1708650942.035672,VRU_Adult,20.16301398807102,0.83,3.4369175434112527,0.75,-3.373369018236795,1.59,0.6783687137948212
1708650942.235672,VRU_Adult,20.176541328430176,0.83,3.3200859891043764,0.75,-3.1913315190209275,1.59,-164.8655462203538
1708650942.335672,VRU_Adult,19.161619286788138,0.83,6.344091553437081,0.75,-3.196713849117881,1.59,108.70899631652345
1708650942.435672,VRU_Adult,20.19809722900391,0.83,3.213533148169518,0.75,-3.1736782938241954,1.59,170.38809726060202
1708650942.535672,VRU_Adult,20.188823154994424,0.83,3.17750310897827,0.75,-3.1894942351749958,1.59,158.5868459961271
1708650942.6356719,VRU_Adult,19.762810826301575,0.83,4.640412792563438,0.75,-3.275270223617553,1.59,106.74311888874561
1708650942.735672,VRU_Adult,19.668530715139287,0.83,4.8876576549128465,0.75,-3.2791993868978393,1.59,106.40905540428464
1708650942.835672,VRU_Adult,20.252827432420517,0.83,3.0380752881368007,0.75,-3.2060603565639916,1.59,-163.47679370914014
1708650942.935672,VRU_Adult,20.218780293184167,0.83,3.0178130514481487,0.75,-3.2706608772277828,1.59,6.625674418246564
1708650943.035672,VRU_Adult,20.226397559756325,0.83,2.975191615876697,0.75,-3.2359358356112518,1.59,13.298461947554117
1708650943.1356719,VRU_Adult,20.22297128041585,0.83,2.913352105352612,0.75,-3.2721288469102645,1.59,14.668672596695448
1708650943.235672,VRU_Adult,20.213696002960205,0.83,2.8608291864395134,0.75,-3.286183047294616,1.59,5.456945573049172
1708650943.335672,VRU_Adult,20.222805808572208,0.83,2.8186626574572395,0.75,-3.2115055112277755,1.59,10.944303337883019
1708650943.435672,VRU_Adult,20.217761357625324,0.83,2.7688132656945124,0.75,-3.268838180436028,1.59,-173.5357201513745
1708650943.535672,VRU_Adult,20.204432392120363,0.83,2.723437452316282,0.75,-3.2107797265052787,1.59,0.5544064652995959
1708650943.6356719,VRU_Adult,20.233150783338044,0.83,2.6950659124474763,0.75,-3.2235256747195593,1.59,12.410387126776662
1708650943.735672,VRU_Adult,20.226901888847355,0.83,2.6476964205503455,0.75,-3.269879534840583,1.59,-171.59305761336327
1708650943.835672,VRU_Adult,19.60049829984966,0.83,4.916547825461937,0.75,-3.2424670395098225,1.59,105.56217918417074
1708650943.935672,VRU_Adult,20.28546615268873,0.83,2.5724352131719157,0.75,-3.2797050165093458,1.59,8.502357853086835
1708650944.035672,VRU_Adult,20.28002004623413,0.83,2.5620743870735168,0.75,-3.138949632644653,1.59,5.923038884189272
1708650944.1356719,VRU_Adult,20.01323458353679,0.83,3.767250188191731,0.75,-3.2044661045074454,1.59,103.61514760412972
1708650944.235672,VRU_Adult,20.360786337601514,0.83,2.4775143297095004,0.75,-3.2037481508756933,1.59,171.6026743541792
1708650944.335672,VRU_Adult,20.11750617980957,0.83,3.434067020416258,0.75,-3.228239774703979,1.59,103.9457576926167
1708650944.435672,VRU_Adult,20.36996248033312,0.83,2.390510572327506,0.75,-3.2029240661197234,1.59,151.57747816888138
1708650944.535672,VRU_Adult,20.29669370651245,0.83,2.7593424081802356,0.75,-3.2904031753540033,1.59,104.08948544309706
1708650944.6356719,VRU_Adult,20.318217221428366,0.83,2.776550853953642,0.75,-3.253129342023063,1.59,104.129029716698
1708650944.735672,VRU_Adult,20.052761713663738,0.83,3.566386211486088,0.75,-3.163427273432413,1.59,104.85689159394262
1708650944.835672,VRU_Adult,20.4365964186819,0.83,2.18662937691337,0.75,-3.3037867546081534,1.59,-140.2906869477263
1708650944.935672,VRU_Adult,20.007254695892335,0.83,3.5265401721000673,0.75,-3.229439687728881,1.59,105.90251387830986
1708650945.035672,VRU_Adult,20.42160758972168,0.83,2.1107828974723786,0.75,-3.2906291604042046,1.59,-149.98049561948267
1708650945.1356719,VRU_Adult,20.420495128631593,0.83,2.04049378633499,0.75,-3.249854111671447,1.59,-171.72222185923033
1708650945.235672,VRU_Adult,20.324558925628665,0.83,2.4619939446449255,0.75,-3.3077211499214165,1.59,103.55044265370036
1708650945.335672,VRU_Adult,20.39550981067476,0.83,2.015450943083987,0.75,-3.158047642026628,1.59,173.86738586842455
1708650945.435672,VRU_Adult,20.14130074637277,0.83,3.262712507020856,0.75,-3.300775698253086,1.59,103.74110814923537
1708650945.535672,VRU_Adult,20.474768889577767,0.83,1.9214603210750356,0.75,-3.201822983591179,1.59,-169.07875294986363
1708650945.6356719,VRU_Adult,20.477423477172852,0.83,1.8748631417751285,0.75,-3.2858302593231192,1.59,6.893869947734454
1708650945.735672,VRU_Adult,20.47176332473755,0.83,1.861454981565474,0.75,-3.15087387561798,1.59,170.05907792452018
1708650945.835672,VRU_Adult,20.014302444458007,0.83,3.7245609462261178,0.75,-3.1736628055572504,1.59,104.67713513114624
1708650945.935672,VRU_Adult,20.565318531460235,0.83,1.7518580423461034,0.75,-3.225503855281405,1.59,6.83944004092901
1708650946.035672,VRU_Adult,20.571561177571613,0.83,1.7233219345410633,0.75,-3.276695198482936,1.59,-163.36444667584135
1708650946.1356719,VRU_Adult,20.580697901108685,0.83,1.7170942671158702,0.75,-3.178537284626679,1.59,163.78620929906506
1708650946.235672,VRU_Adult,20.599586380852593,0.83,1.6715323130289714,0.75,-3.2294545438554545,1.59,-172.0620124431222
1708650946.335672,VRU_Adult,20.593816757202152,0.83,1.646432948112484,0.75,-3.2051679293314606,1.59,-165.35808728994755
1708650946.435672,VRU_Adult,20.001777013142906,0.83,3.621739024917282,0.75,-3.2148553729057308,1.59,105.80840868369432
1708650946.535672,VRU_Adult,20.58220313577091,0.83,1.5736222828135762,0.75,-3.2049280895906325,1.59,9.837051984174959
1708650946.6356719,VRU_Adult,20.624610582987472,0.83,1.5182111528184654,0.75,-3.1809850136439,1.59,-165.96386744654768
1708650946.735672,VRU_Adult,20.370995872899105,0.83,2.447820832854822,0.75,-3.2010754911523107,1.59,103.98240484948845
1708650946.835672,VRU_Adult,20.60870704650879,0.83,1.4310406923294046,0.75,-3.215552675724029,1.59,16.273814865874495
1708650946.935672,VRU_Adult,20.490424201602032,0.83,1.877763288361684,0.75,-3.2735818454197467,1.59,103.71260894373155
1708650947.035672,VRU_Adult,20.60441993264591,0.83,1.374403792269088,0.75,-3.094767374150892,1.59,4.143562389710647
1708650947.1356719,VRU_Adult,19.994543335654523,0.83,3.6181060184131977,0.75,-3.2043735222382974,1.59,105.6789461580943
1708650947.235672,VRU_Adult,20.644479975980875,0.83,1.2980292474522293,0.75,-3.1495676882126746,1.59,12.96714365393134
1708650947.335672,VRU_Adult,20.68450154756245,0.83,1.2691059614482656,0.75,-3.1549139022827144,1.59,177.3571806822051
1708650947.435672,VRU_Adult,20.68007060459682,0.83,1.2372702814283851,0.75,-3.1822459924788697,1.59,175.3965270141115
1708650947.535672,VRU_Adult,20.738669144479854,0.83,1.2030168771743768,0.75,-3.170156378495065,1.59,147.33043793475068
1708650947.6356719,VRU_Adult,20.75045136844411,0.83,1.1225330163450777,0.75,-3.17654202966129,1.59,164.72999823119443
1708650947.735672,VRU_Adult,20.1099139993841,0.83,3.3966620564460728,0.75,-3.2369236404245543,1.59,106.13007883233426
1708650947.835672,VRU_Adult,20.092912874723737,0.83,3.3223273346298576,0.75,-3.2556265906283723,1.59,106.71279220216904
1708650947.935672,VRU_Adult,20.763368424915132,0.83,1.0538076446169877,0.75,-3.1931383155641093,1.59,168.56050233854094
1708650948.035672,VRU_Adult,20.736307239532472,0.83,1.0055018097162212,0.75,-3.216069054603576,1.59,5.445637066068649
1708650948.1356719,VRU_Adult,20.7748107001895,0.83,0.9513370252790905,0.75,-3.2249057633536196,1.59,-161.87653776830842
1708650948.235672,VRU_Adult,20.75399560928345,0.83,0.9499765217304208,0.75,-3.20852403640747,1.59,169.6371262576915
1708650948.335672,VRU_Adult,20.231510758399967,0.83,2.82890075072646,0.75,-3.21278354525566,1.59,104.72690424993472
1708650948.435672,VRU_Adult,20.724843175787676,0.83,0.8337799122459003,0.75,-3.156045838406211,1.59,171.73839543822996
1708650948.535672,VRU_Adult,20.729991310521175,0.83,0.7756394681177634,0.75,-3.2307715917888435,1.59,2.1948963374569495
1708650948.6356719,VRU_Adult,20.738548379195365,0.83,0.7377653435656877,0.75,-3.2886190916362557,1.59,1.1553824333211002
1708650948.735672,VRU_Adult,20.735666676571494,0.83,0.6925108150431962,0.75,-3.3241682554546146,1.59,161.1796822064247
1708650948.835672,VRU_Adult,20.74408058893113,0.83,0.6455384691556274,0.75,-3.3260812759399405,1.59,165.22911643540976
1708650948.935672,VRU_Adult,20.656574942848902,0.83,1.0704392221840933,0.75,-3.3729426427320988,1.59,103.44938000169444
1708650949.035672,VRU_Adult,20.755964572613056,0.83,0.5590014205529112,0.75,-3.275355696678161,1.59,159.09394985321845
1708650949.1356719,VRU_Adult,20.62385835647583,0.83,1.058431619405745,0.75,-3.2859802365303032,1.59,103.46145598310864
1708650949.235672,VRU_Adult,20.522355932938428,0.83,1.588755617016238,0.75,-3.3882349792279682,1.59,103.58452948419273
1708650949.335672,VRU_Adult,20.781792273888225,0.83,0.45243011988125875,0.75,-3.1715354185837956,1.59,152.21180080405844
1708650949.435672,VRU_Adult,20.807735697428384,0.83,0.42077091435591096,0.75,-3.235511255264282,1.59,-173.53304782627458
1708650949.535672,VRU_Adult,20.412322235107425,0.83,1.9280771573384603,0.75,-3.401368697484334,1.59,104.57738110361116
1708650949.6356719,VRU_Adult,20.786904758877224,0.83,0.3234942365023825,0.75,-3.385390215449862,1.59,-152.76587078675794
1708650949.735672,VRU_Adult,20.461388270060226,0.83,1.4743217640530482,0.75,-3.2818670405281907,1.59,103.05946729276046
1708650949.835672,VRU_Adult,20.704759470621745,0.83,0.20173268044988218,0.75,-3.341630617777505,1.59,178.3052615942037
1708650949.935672,VRU_Adult,19.747923244129527,0.83,3.831637943258758,0.75,-3.3726786158301607,1.59,105.12251667420594
1708650950.035672,VRU_Adult,19.981991171836857,0.83,2.8234457268845268,0.75,-3.3889019042253485,1.59,105.1536316220955
1708650950.1356719,VRU_Adult,20.632845401763916,0.83,0.07713547756429495,0.75,-3.282063305377959,1.59,164.41088762327064
1708650950.235672,VRU_Adult,20.666242957115177,0.83,0.019012036151249134,0.75,-3.3462809771299358,1.59,175.8866134169472
1708650950.335672,VRU_Adult,20.66326789855957,0.83,-0.028547620400787347,0.75,-3.3808735052744536,1.59,161.03048698845205
1708650950.435672,VRU_Adult,20.681610924857008,0.83,-0.04894749647272789,0.75,-3.2681126083646497,1.59,158.8985582891464
1708650950.535672,VRU_Adult,20.52928994831286,0.83,0.4831175349138074,0.75,-3.3515942222193664,1.59,102.21206833303225
1708650950.6356719,VRU_Adult,20.661503174725702,0.83,-0.19173237843000965,0.75,-3.358785867691039,1.59,14.01937190602065
1708650950.735672,VRU_Adult,20.459652649728877,0.83,0.9842682982745901,0.75,-3.3084983574716667,1.59,102.52297073615918
1708650950.835672,VRU_Adult,20.677064895629883,0.83,-0.21555188484489918,0.75,-3.2739175347720866,1.59,143.85917390260641
1708650950.935672,VRU_Adult,20.678450266520187,0.83,-0.3060041060050338,0.75,-3.411418279012044,1.59,32.12931005354333
1708650951.035672,VRU_Adult,20.69262802600861,0.83,-0.3364754617214203,0.75,-3.2929030060768114,1.59,21.013426765884365
1708650951.1356719,VRU_Adult,19.85305054982503,0.83,2.790157853729196,0.75,-3.360768662558661,1.59,104.36594624074354
1708650951.235672,VRU_Adult,20.586999638875326,0.83,-0.37928015887737465,0.75,-3.298514048258463,1.59,148.8406615158359
1708650951.335672,VRU_Adult,20.331757377175723,0.83,0.9359188540016921,0.75,-3.3258272619808413,1.59,101.79805320275004
1708650951.435672,VRU_Adult,20.641552567481998,0.83,-0.496761413291102,0.75,-3.3521553426980963,1.59,-159.80624701411375
1708650951.535672,VRU_Adult,20.213744163513184,0.83,1.5293806973430846,0.75,-3.3370129664738966,1.59,101.82080700044352
1708650951.6356719,VRU_Adult,20.60936523886288,0.83,-0.5672324895858781,0.75,-3.3425844977883723,1.59,174.13172493819232
1708650951.735672,VRU_Adult,20.629011273384094,0.83,-0.5927550606429586,0.75,-3.27012188732624,1.59,162.98958003026817
1708650951.835672,VRU_Adult,19.776950229297988,0.83,2.807590301741253,0.75,-3.3047946474768892,1.59,104.000757327298
1708650951.935672,VRU_Adult,20.652758053370885,0.83,-0.634102504168238,0.75,-3.263283337865556,1.59,9.135378644527231
1708650952.035672,VRU_Adult,20.63699754079183,0.83,-0.6661944588025411,0.75,-3.422756075859069,1.59,169.43731990608768
1708650952.1356719,VRU_Adult,20.674370574951173,0.83,-0.7403015693028806,0.75,-3.357122071584065,1.59,156.17903613045053
1708650952.235672,VRU_Adult,20.6284444472369,0.83,-0.7425000702633602,0.75,-3.4074870418099787,1.59,157.58235323882013
1708650952.335672,VRU_Adult,20.69645391191755,0.83,-0.7690435903412934,0.75,-3.302373783929007,1.59,163.75579979968248
1708650952.435672,VRU_Adult,20.572361098395458,0.83,-0.1279817985163838,0.75,-3.3268624676598435,1.59,102.09755408115691
1708650952.535672,VRU_Adult,20.718974565204825,0.83,-0.8403382520926663,0.75,-3.301899608812833,1.59,6.735168411522675
1708650952.6356719,VRU_Adult,20.404552247789173,0.83,0.5505876872274595,0.75,-3.2968137529161234,1.59,102.81860135661337
1708650952.735672,VRU_Adult,20.74524043156551,0.83,-0.8813464137224073,0.75,-3.1040841432718125,1.59,151.26991140565613
1708650952.835672,VRU_Adult,20.728384971618652,0.83,-0.8912546568446736,0.75,-3.300257815255058,1.59,21.83042950915162
1708650952.935672,VRU_Adult,20.73229199364072,0.83,-0.9171217566444767,0.75,-3.2788812887100938,1.59,172.6439340939071
1708650953.035672,VRU_Adult,20.47292242050171,0.83,0.3735422551631906,0.75,-3.4390693068504326,1.59,101.71122482301497
1708650953.1356719,VRU_Adult,20.702734554515164,0.83,-0.9640541532460406,0.75,-3.3096280939438754,1.59,156.93871631599364
1708650953.335672,VRU_Adult,20.105998266310923,0.83,1.34052072820209,0.75,-3.289739358992802,1.59,103.6517640638476
1708650953.435672,VRU_Adult,20.264244174957277,0.83,0.8410502225160592,0.75,-3.283008801937103,1.59,102.27637654720694
1708650953.535672,VRU_Adult,20.64467938741048,0.83,-1.0119904941982725,0.75,-3.2525774108039,1.59,174.87757795545525
1708650953.6356719,VRU_Adult,20.650486900692893,0.83,-1.0322018350873687,0.75,-3.3062494595845533,1.59,11.278010180927476
