000000.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
000000.pcd,VRU_Adult,18.8986002,1.14928756,13.55078964,1.135600971,-3.762780666,1.669428825,182.3059926
000000.pcd,VRU_Adult_Using_Motorized_Bicycle,4.755166221,1.149765015,4.933671698,2.605201407,-4.081817508,1.946165323,226.5074348
000001.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
000001.pcd,VRU_Adult,18.8986002,1.14928756,13.55078964,1.135600971,-3.762780666,1.669428825,182.3059926
000001.pcd,VRU_Adult_Using_Motorized_Bicycle,4.755166221,1.149765015,4.933671698,2.605201407,-4.081817508,1.946165323,226.5074348
000002.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
000002.pcd,VRU_Adult,18.8986002,1.14928756,13.55078964,1.135600971,-3.762780666,1.669428825,182.3059926
000002.pcd,VRU_Adult_Using_Motorized_Bicycle,4.755166221,1.149765015,4.933671698,2.605201407,-4.081817508,1.946165323,226.5074348
000003.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
000003.pcd,VRU_Adult,18.8986002,1.14928756,13.55078964,1.135600971,-3.762780666,1.669428825,182.3059926
000003.pcd,VRU_Adult_Using_Motorized_Bicycle,4.755166221,1.149765015,4.933671698,2.605201407,-4.081817508,1.946165323,226.5074348
000004.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
000004.pcd,VRU_Adult,18.8986002,1.14928756,13.55078964,1.135600971,-3.762780666,1.669428825,182.3059926
000004.pcd,VRU_Adult_Using_Motorized_Bicycle,4.755166221,1.149765015,4.933671698,2.605201407,-4.081817508,1.946165323,226.5074348
000005.pcd,VRU_Adult_Using_Motorized_Bicycle,11.21170871,1.079819025,-2.159674695,1.615873491,-3.930150509,1.888683319,150.81408
