000000.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000000.pcd,VRU_Adult_Using_Manual_Scooter,-7.398626155,1.06126788,-5.400032911,1.021140232,-3.986071348,1.297472477,263.4180478
000001.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000001.pcd,VRU_Adult_Using_Manual_Scooter,-7.40595285,1.06126788,-5.399187522,1.021140232,-3.986071348,1.297472477,263.4180478
000002.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000002.pcd,VRU_Adult_Using_Manual_Scooter,-7.413279545,1.06126788,-5.398342133,1.021140232,-3.986071348,1.297472477,263.4180478
000003.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000003.pcd,VRU_Adult_Using_Manual_Scooter,-7.420606241,1.06126788,-5.397496744,1.021140232,-3.986071348,1.297472477,263.4180478
000004.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000004.pcd,VRU_Adult_Using_Manual_Scooter,-7.427932936,1.06126788,-5.396651355,1.021140232,-3.986071348,1.297472477,263.4180478
000005.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000005.pcd,VRU_Adult_Using_Manual_Scooter,-7.435259631,1.06126788,-5.395805966,1.021140232,-3.986071348,1.297472477,263.4180478
000006.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000006.pcd,VRU_Adult_Using_Manual_Scooter,-7.442586326,1.06126788,-5.394960577,1.021140232,-3.986071348,1.297472477,263.4180478
000007.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000007.pcd,VRU_Adult_Using_Manual_Scooter,-7.449913022,1.06126788,-5.394115188,1.021140232,-3.986071348,1.297472477,263.4180478
000008.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
000008.pcd,VRU_Adult_Using_Manual_Scooter,-7.457239717,1.06126788,-5.3932698,1.021140232,-3.986071348,1.297472477,263.4180478
000009.pcd,VRU_Child,10.18438059,0.708241659,-2.217070417,0.766924837,-4.233865911,0.918802868,159.4439772
