000000.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000000.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000001.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000001.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000002.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000002.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000003.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000003.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000004.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000004.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000005.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000005.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000006.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000006.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000007.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000007.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000008.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000008.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000009.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
000009.pcd,VRU_Adult_Using_Walker,12.13872084,1.110007206,-1.800892913,1.260582541,-3.82830596,1.838113308,-90.0
000010.pcd,VRU_Child,10.91407478,0.791025653,-2.247769104,0.804734849,-4.155036524,1.183440059,139.2363856
