000000.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000000.pcd,VRU_Adult,-1.773241253,0.524932487,-14.44195313,0.517083627,-3.723875513,1.559110912,258.2358161
000001.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000001.pcd,VRU_Adult,-1.759642924,0.524932487,-14.47843475,0.517083627,-3.723875513,1.559110912,258.2358161
000002.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000002.pcd,VRU_Adult,-1.746044596,0.524932487,-14.51491638,0.517083627,-3.723875513,1.559110912,258.2358161
000003.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000003.pcd,VRU_Adult,-1.732446267,0.524932487,-14.551398,0.517083627,-3.723875513,1.559110912,258.2358161
000004.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000004.pcd,VRU_Adult,-1.718847938,0.524932487,-14.58787963,0.517083627,-3.723875513,1.559110912,258.2358161
000005.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000005.pcd,VRU_Adult,-1.70524961,0.524932487,-14.62436125,0.517083627,-3.723875513,1.559110912,258.2358161
000006.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000006.pcd,VRU_Adult,-1.691651281,0.524932487,-14.66084287,0.517083627,-3.723875513,1.559110912,258.2358161
000007.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000007.pcd,VRU_Adult,-1.678052953,0.524932487,-14.6973245,0.517083627,-3.723875513,1.559110912,258.2358161
000008.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000008.pcd,VRU_Adult,-1.664454624,0.524932487,-14.73380612,0.517083627,-3.723875513,1.559110912,258.2358161
000009.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000009.pcd,VRU_Adult,-1.620832171,0.524932487,-14.74892026,0.517083627,-3.723875513,1.559110912,258.2358161
000010.pcd,VRU_Adult_Using_Motorized_Bicycle,10.94233114,0.561443832,-2.781585581,1.362127871,-3.815217883,1.649641309,149.6330064
000010.pcd,VRU_Adult,-1.577209718,0.524932487,-14.7640344,0.517083627,-3.723875513,1.559110912,258.2358161
